Project ID,Outcome Payment Plan Id - (Value),Outcome Metric Id - (Value),Period - Start - (Value),Period - End - (Value),Payer Organisation ID - (Value),Recipient Organisation ID - (Value),Type - (Value),Payments - Currency - (Value),Payments - Amount - (Value),Payments - Amount USD - (Value),(In Sandboxes),Sources,Notes
INDIGO-POJ-0014,,outcomemetric1,2019-11,2021-03,INDIGO-ORG-0073,INDIGO-ORG-0074,Actual,USD,3125000,3125000,,,
INDIGO-POJ-0121,plan1,outcomemetric1,2018-10,2022-10,,,Actual,GBP,115940,93911.40000000001,,,
INDIGO-POJ-0121,plan1,outcomemetric2,2018-10,2022-10,,,Actual,GBP,99660,80724.6,,,
INDIGO-POJ-0121,plan1,outcomemetric3,2018-10,2022-10,,,Actual,GBP,106040,85892.40000000001,,,
INDIGO-POJ-0121,plan1,outcomemetric4,2018-10,2022-10,,,Actual,GBP,102520,83041.20000000001,,,
INDIGO-POJ-0121,plan1,outcomemetric5,2018-10,2022-10,,,Actual,GBP,44440,35996.4,,,
INDIGO-POJ-0121,plan1,outcomemetric6,2018-10,2022-10,,,Actual,GBP,31900,25839,,,
INDIGO-POJ-0121,plan1,outcomemetric7,2018-10,2022-10,,,Actual,GBP,26620,21562.2,,,
INDIGO-POJ-0121,plan1,outcomemetric8,2018-10,2022-10,,,Actual,GBP,23320,18889.2,,,
INDIGO-POJ-0121,plan1,outcomemetric9,2018-10,2022-10,,,Actual,GBP,75680,61300.8,,,
INDIGO-POJ-0121,plan1,outcomemetric10,2018-10,2022-10,,,Actual,GBP,156090,126432.9,,,
INDIGO-POJ-0121,plan1,outcomemetric11,2018-10,2022-10,,,Actual,GBP,52030,42144.3,,,
INDIGO-POJ-0121,plan1,outcomemetric12,2018-10,2022-10,,,Actual,GBP,6600,5346,,,
INDIGO-POJ-0121,plan1,outcomemetric13,2018-10,2022-10,,,Actual,GBP,11000,8910,,,
INDIGO-POJ-0121,plan1,outcomemetric14,2018-10,2022-10,,,Actual,GBP,5500,4455,,,
INDIGO-POJ-0121,plan1,outcomemetric15,2018-10,2022-10,,,Actual,GBP,14190,11493.9,,,
INDIGO-POJ-0121,plan1,outcomemetric16,2018-10,2022-10,,,Actual,GBP,3190,2583.9,,,
INDIGO-POJ-0121,plan1,outcomemetric17,2018-10,2022-10,,,Actual,GBP,4180,3385.8,,,
INDIGO-POJ-0121,plan1,outcomemetric18,2018-10,2022-10,,,Actual,GBP,1980,1603.8,,,
INDIGO-POJ-0121,plan1,outcomemetric19,2018-10,2022-10,,,Actual,GBP,83160,67359.6,,,
INDIGO-POJ-0121,plan1,outcomemetric20,2018-10,2022-10,,,Actual,GBP,313500,253935,,,
INDIGO-POJ-0121,plan1,outcomemetric21,2018-10,2022-10,,,Actual,GBP,280500,227205,,,
INDIGO-POJ-0121,plan1,outcomemetric22,2018-10,2022-10,,,Actual,GBP,200750,162607.5,,,
INDIGO-POJ-0121,plan1,outcomemetric23,2018-10,2022-10,,,Actual,GBP,112750,91327.5,,,
INDIGO-POJ-0122,plan1,outcomemetric1,2018-10,2022-10,,,Actual,GBP,155320,125809.2,,,
INDIGO-POJ-0122,plan1,outcomemetric2,2018-10,2022-10,,,Actual,GBP,114620,92842.20000000001,,,
INDIGO-POJ-0122,plan1,outcomemetric3,2018-10,2022-10,,,Actual,GBP,130460,105672.6,,,
INDIGO-POJ-0122,plan1,outcomemetric4,2018-10,2022-10,,,Actual,GBP,48620,39382.2,,,
INDIGO-POJ-0122,plan1,outcomemetric5,2018-10,2022-10,,,Actual,GBP,26400,21384,,,
INDIGO-POJ-0122,plan1,outcomemetric6,2018-10,2022-10,,,Actual,GBP,21780,17641.8,,,
INDIGO-POJ-0122,plan1,outcomemetric7,2018-10,2022-10,,,Actual,GBP,19800,16038,,,
INDIGO-POJ-0122,plan1,outcomemetric8,2018-10,2022-10,,,Actual,GBP,19360,15681.6,,,
INDIGO-POJ-0122,plan1,outcomemetric9,2018-10,2022-10,,,Actual,GBP,88000,71280,,,
INDIGO-POJ-0122,plan1,outcomemetric10,2018-10,2022-10,,,Actual,GBP,104060,84288.6,,,
INDIGO-POJ-0122,plan1,outcomemetric11,2018-10,2022-10,,,Actual,GBP,28380,22987.8,,,
INDIGO-POJ-0122,plan1,outcomemetric12,2018-10,2022-10,,,Actual,GBP,8580,6949.8,,,
INDIGO-POJ-0122,plan1,outcomemetric13,2018-10,2022-10,,,Actual,GBP,24750,20047.5,,,
INDIGO-POJ-0122,plan1,outcomemetric14,2018-10,2022-10,,,Actual,GBP,13750,11137.5,,,
INDIGO-POJ-0122,plan1,outcomemetric15,2018-10,2022-10,,,Actual,GBP,9460,7662.6,,,
INDIGO-POJ-0122,plan1,outcomemetric16,2018-10,2022-10,,,Actual,GBP,440,356.4,,,
INDIGO-POJ-0122,plan1,outcomemetric17,2018-10,2022-10,,,Actual,GBP,660,534.6,,,
INDIGO-POJ-0122,plan1,outcomemetric18,2018-10,2022-10,,,Actual,GBP,330,267.3,,,
INDIGO-POJ-0122,plan1,outcomemetric19,2018-10,2022-10,,,Actual,GBP,104940,85001.40000000001,,,
INDIGO-POJ-0122,plan1,outcomemetric20,2018-10,2022-10,,,Actual,GBP,409750,331897.5,,,
INDIGO-POJ-0122,plan1,outcomemetric21,2018-10,2022-10,,,Actual,GBP,354750,287347.5,,,
INDIGO-POJ-0122,plan1,outcomemetric22,2018-10,2022-10,,,Actual,GBP,283250,229432.5,,,
INDIGO-POJ-0122,plan1,outcomemetric23,2018-10,2022-10,,,Actual,GBP,198000,160380,,,
INDIGO-POJ-0123,plan1,outcomemetric1,2018-10,2022-10,,,Actual,GBP,22660,18354.6,,,
INDIGO-POJ-0123,plan1,outcomemetric2,2018-10,2022-10,,,Actual,GBP,0,0,,,
INDIGO-POJ-0123,plan1,outcomemetric3,2018-10,2022-10,,,Actual,GBP,20020,16216.2,,,
INDIGO-POJ-0123,plan1,outcomemetric4,2018-10,2022-10,,,Actual,GBP,19140,15503.4,,,
INDIGO-POJ-0123,plan1,outcomemetric5,2018-10,2022-10,,,Actual,GBP,21780,17641.8,,,
INDIGO-POJ-0123,plan1,outcomemetric6,2018-10,2022-10,,,Actual,GBP,11660,9444.6,,,
INDIGO-POJ-0123,plan1,outcomemetric7,2018-10,2022-10,,,Actual,GBP,9900,8019.000000000001,,,
INDIGO-POJ-0123,plan1,outcomemetric8,2018-10,2022-10,,,Actual,GBP,7040,5702.400000000001,,,
INDIGO-POJ-0123,plan1,outcomemetric9,2018-10,2022-10,,,Actual,GBP,29920,24235.2,,,
INDIGO-POJ-0123,plan1,outcomemetric10,2018-10,2022-10,,,Actual,GBP,89870,72794.70000000001,,,
INDIGO-POJ-0123,plan1,outcomemetric11,2018-10,2022-10,,,Actual,GBP,14190,11493.9,,,
INDIGO-POJ-0123,plan1,outcomemetric12,2018-10,2022-10,,,Actual,GBP,0,0,,,
INDIGO-POJ-0123,plan1,outcomemetric13,2018-10,2022-10,,,Actual,GBP,0,0,,,
INDIGO-POJ-0123,plan1,outcomemetric14,2018-10,2022-10,,,Actual,GBP,0,0,,,
INDIGO-POJ-0123,plan1,outcomemetric15,2018-10,2022-10,,,Actual,GBP,0,0,,,
INDIGO-POJ-0123,plan1,outcomemetric16,2018-10,2022-10,,,Actual,GBP,2420,1960.2,,,
INDIGO-POJ-0123,plan1,outcomemetric17,2018-10,2022-10,,,Actual,GBP,4400,3564,,,
INDIGO-POJ-0123,plan1,outcomemetric18,2018-10,2022-10,,,Actual,GBP,5610,4544.1,,,
INDIGO-POJ-0123,plan1,outcomemetric19,2018-10,2022-10,,,Actual,GBP,48180,39025.8,,,
INDIGO-POJ-0123,plan1,outcomemetric20,2018-10,2022-10,,,Actual,GBP,176000,142560,,,
INDIGO-POJ-0123,plan1,outcomemetric21,2018-10,2022-10,,,Actual,GBP,148500,120285,,,
INDIGO-POJ-0123,plan1,outcomemetric22,2018-10,2022-10,,,Actual,GBP,126500,102465,,,
INDIGO-POJ-0123,plan1,outcomemetric23,2018-10,2022-10,,,Actual,GBP,90750,73507.5,,,
INDIGO-POJ-0131,,,2015-01,2017-12,,,,GBP,2742943,,,,"This value is 93% of the total outcome value available (2,944,525)"
INDIGO-POJ-0132,,,2015-01,2017-12,,,,GBP,1313690,,,,"This is 91% of the total outcome payment available (1, 451,250)"
INDIGO-POJ-0133,,,2015-01,2017-12,,,,GBP,1654340,,,,This was 100% of the total outcome payment available
INDIGO-POJ-0134,,,2015-01,2017-12,,,,GBP,2513800,,,,This is 100% of the total outcome payment available
INDIGO-POJ-0135,,,2015-01,2017-12,,,,GBP,1323670,,,,This is 99% of the total outcome payment available
INDIGO-POJ-0136,,,2015-01,2017-12,,,,GBP,1323670,,,,This is 99% of the total outcome payment available
INDIGO-POJ-0137,,,2015-01,2017-12,,,,GBP,2622375,,,,This is 100% of the total outcome value claimed
INDIGO-POJ-0167,plan1,,2018-11,2018-12,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,0,,,,
INDIGO-POJ-0167,plan1,,2019-01,2019-03,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,48714,,,,
INDIGO-POJ-0167,plan1,,2019-04,2019-06,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,94006,,,,
INDIGO-POJ-0167,plan1,,2019-07,2019-09,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,65232,,,,
INDIGO-POJ-0167,plan1,,2019-10,2019-12,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,65232,,,,
INDIGO-POJ-0167,plan1,,2020-01,2020-03,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,81470,,,,
INDIGO-POJ-0167,plan1,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,124853,,,,
INDIGO-POJ-0167,plan1,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,115645,,,,
INDIGO-POJ-0167,plan1,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,115645,,,,
INDIGO-POJ-0167,plan1,,2021-01,2021-03,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,115645,,,,
INDIGO-POJ-0167,plan1,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,122727,,,,
INDIGO-POJ-0167,plan1,,2021-07,2021-09,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,122727,,,,
INDIGO-POJ-0167,plan1,,2021-10,2021-12,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,122727,,,,
INDIGO-POJ-0167,plan1,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,122727,,,,
INDIGO-POJ-0167,plan1,,2022-04,2022-06,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,122727,,,,
INDIGO-POJ-0167,plan1,,2022-07,2022-09,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,122727,,,,
INDIGO-POJ-0167,plan1,,2022-10,2022-12,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,122727,,,,
INDIGO-POJ-0167,plan1,,2023-01,2023-03,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,117466,,,,
INDIGO-POJ-0167,plan1,,2023-04,2023-06,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,110295,,,,
INDIGO-POJ-0167,plan1,,2023-07,2023-09,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,110295,,,,
INDIGO-POJ-0167,plan1,,2023-10,2023-12,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,110749,,,,
INDIGO-POJ-0167,plan1,,2024-01,2024-03,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,73454,,,,
INDIGO-POJ-0167,plan1,,2024-04,2024-06,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,18570,,,,
INDIGO-POJ-0167,plan1,,2024-07,2024-09,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Planned,GBP,0,,,,
INDIGO-POJ-0167,,,2018-11,2019-06,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,100800,,,,
INDIGO-POJ-0167,,,2019-07,2019-09,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,104400,,,,
INDIGO-POJ-0167,,,2019-10,2020-03,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,181200,,,,
INDIGO-POJ-0167,,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,63517,,,,covid claim payment
INDIGO-POJ-0167,,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,71202,,,,covid claim payment
INDIGO-POJ-0167,,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,34800,,,,
INDIGO-POJ-0167,,,2021-01,2021-03,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,121525,,,,covid claim payment
INDIGO-POJ-0167,,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,49200,,,,
INDIGO-POJ-0167,,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,0,,,,
INDIGO-POJ-0167,,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,0,,,,
INDIGO-POJ-0167,,,2021-01,2021-03,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,0,,,,
INDIGO-POJ-0167,,,2021-07,2021-09,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,93600,,,,
INDIGO-POJ-0167,,,2021-10,2021-12,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,53800,,,,
INDIGO-POJ-0167,,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,88800,,,,
INDIGO-POJ-0167,,,2022-04,2022-06,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,19200,,,,
INDIGO-POJ-0167,,,2022-07,2022-09,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,112400,,,,
INDIGO-POJ-0167,,,2022-10,2022-12,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,153200,,,,
INDIGO-POJ-0167,,,2023-01,2023-03,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,84400,,,,
INDIGO-POJ-0167,,,2023-04,2023-06,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,169600,,,,
INDIGO-POJ-0167,,,2023-07,2023-09,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,129800,,,,
INDIGO-POJ-0167,,,2023-10,2023-12,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,133400,,,,
INDIGO-POJ-0167,,,2024-01,2024-03,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,170600,,,,
INDIGO-POJ-0167,,,2024-04,2024-06,"INDIGO-ORG-0171,INDIGO-ORG-1061",,Actual,GBP,144200,,,,
INDIGO-POJ-0168,plan1,,2019-01,2019-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,183011,,,,
INDIGO-POJ-0168,plan1,,2019-04,2019-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,226103,,,,
INDIGO-POJ-0168,plan1,,2019-07,2019-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,428384,,,,
INDIGO-POJ-0168,plan1,,2019-10,2019-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,0,,,,
INDIGO-POJ-0168,plan1,,2020-01,2020-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,258372,,,,
INDIGO-POJ-0168,plan1,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,346732,,,,
INDIGO-POJ-0168,plan1,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,278360,,,,
INDIGO-POJ-0168,plan1,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,366080,,,,
INDIGO-POJ-0168,plan1,,2021-01,2021-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,269665,,,,
INDIGO-POJ-0168,plan1,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,268131,,,,
INDIGO-POJ-0168,plan1,,2021-07,2021-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,184426,,,,
INDIGO-POJ-0168,plan1,,2021-10,2021-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,328540,,,,
INDIGO-POJ-0168,plan1,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,306488,,,,
INDIGO-POJ-0168,plan1,,2022-04,2022-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,298357,,,,
INDIGO-POJ-0168,plan1,,2022-07,2022-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,195272,,,,
INDIGO-POJ-0168,plan1,,2022-10,2022-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,345579,,,,
INDIGO-POJ-0168,plan1,,2023-01,2023-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,322010,,,,
INDIGO-POJ-0168,plan1,,2023-04,2023-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,310769,,,,
INDIGO-POJ-0168,plan1,,2023-07,2023-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,195272,,,,
INDIGO-POJ-0168,plan1,,2023-10,2023-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,352187,,,,
INDIGO-POJ-0168,plan1,,2024-01,2024-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,326240,,,,
INDIGO-POJ-0168,plan1,,2024-04,2024-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,265683,,,,
INDIGO-POJ-0168,plan1,,2024-07,2024-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,302787,,,,
INDIGO-POJ-0168,plan1,,2024-10,2024-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,27536,,,,
INDIGO-POJ-0168,plan2,,2019-04,2019-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,114305,,,,
INDIGO-POJ-0168,plan2,,2019-07,2019-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,134304,,,,
INDIGO-POJ-0168,plan2,,2019-10,2019-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,0,,,,
INDIGO-POJ-0168,plan2,,2020-01,2020-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,170455,,,,
INDIGO-POJ-0168,plan2,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,0,,,,
INDIGO-POJ-0168,plan2,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,111697,,,,
INDIGO-POJ-0168,plan2,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,10331,,,,
INDIGO-POJ-0168,plan2,,2021-01,2021-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,269143,,,,
INDIGO-POJ-0168,plan2,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,414413,,,,
INDIGO-POJ-0168,plan2,,2021-07,2021-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,819576,,,,
INDIGO-POJ-0168,plan2,,2021-10,2021-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,207567,,,,
INDIGO-POJ-0168,plan2,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,414559,,,,
INDIGO-POJ-0168,plan2,,2022-04,2022-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,196547,,,,
INDIGO-POJ-0168,plan2,,2022-07,2022-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,573683,,,,
INDIGO-POJ-0168,plan2,,2022-10,2022-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,458033,,,,
INDIGO-POJ-0168,plan2,,2023-01,2023-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,551048,,,,
INDIGO-POJ-0168,plan2,,2023-04,2023-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,196547,,,,
INDIGO-POJ-0168,plan2,,2023-07,2023-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,428652,,,,
INDIGO-POJ-0168,plan2,,2023-10,2023-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,351552,,,,
INDIGO-POJ-0168,plan2,,2024-01,2024-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,577866,,,,
INDIGO-POJ-0168,plan2,,2024-04,2024-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,196547,,,,
INDIGO-POJ-0168,plan2,,2024-07,2024-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,407750,,,,
INDIGO-POJ-0168,plan2,,2024-10,2024-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,1496298,,,,
INDIGO-POJ-0168,plan2,,2025-01,2025-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,0,,,,
INDIGO-POJ-0168,plan3,,2019-04,2019-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,89135,,,,
INDIGO-POJ-0168,plan3,,2019-07,2019-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,104730,,,,
INDIGO-POJ-0168,plan3,,2019-10,2019-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,132960,,,,
INDIGO-POJ-0168,plan3,,2020-01,2020-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,87100,,,,
INDIGO-POJ-0168,plan3,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,0,,,,
INDIGO-POJ-0168,plan3,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,8040,,,,
INDIGO-POJ-0168,plan3,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,209450,,,,
INDIGO-POJ-0168,plan3,,2021-01,2021-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,159730,,,,
INDIGO-POJ-0168,plan3,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,94090,,,,
INDIGO-POJ-0168,plan3,,2021-07,2021-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,147820,,,,
INDIGO-POJ-0168,plan3,,2021-10,2021-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,242379,,,,
INDIGO-POJ-0168,plan3,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,150600,,,,
INDIGO-POJ-0168,plan3,,2022-04,2022-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,150699,,,,
INDIGO-POJ-0168,plan3,,2022-07,2022-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,89450,,,,
INDIGO-POJ-0168,plan3,,2022-10,2022-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,6408,,,,
INDIGO-POJ-0168,plan3,,2023-01,2023-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,439424,,,,
INDIGO-POJ-0168,plan3,,2023-04,2023-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,279245,,,,
INDIGO-POJ-0168,plan3,,2023-07,2023-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,340260,,,,
INDIGO-POJ-0168,plan3,,2023-10,2023-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,286820,,,,
INDIGO-POJ-0168,plan3,,2024-01,2024-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,381680,,,,
INDIGO-POJ-0168,plan3,,2024-04,2024-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,366100,,,,
INDIGO-POJ-0168,plan3,,2024-07,2024-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,349120,,,,
INDIGO-POJ-0168,plan3,,2024-10,2024-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,295680,,,,
INDIGO-POJ-0168,plan3,,2025-01,2025-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,232560,,,,
INDIGO-POJ-0168,plan4,,2019-04,2019-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,89135,,,,
INDIGO-POJ-0168,plan4,,2019-07,2019-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,104730,,,,
INDIGO-POJ-0168,plan4,,2019-10,2019-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,132960,,,,
INDIGO-POJ-0168,plan4,,2020-01,2020-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,87100,,,,
INDIGO-POJ-0168,plan4,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,0,,,,
INDIGO-POJ-0168,plan4,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,8040,,,,
INDIGO-POJ-0168,plan4,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,209450,,,,
INDIGO-POJ-0168,plan4,,2021-01,2021-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,253820,,,,
INDIGO-POJ-0168,plan4,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,147820,,,,
INDIGO-POJ-0168,plan4,,2021-07,2021-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,242379,,,,
INDIGO-POJ-0168,plan4,,2021-10,2021-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,150600,,,,
INDIGO-POJ-0168,plan4,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,150699,,,,
INDIGO-POJ-0168,plan4,,2022-04,2022-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,89450,,,,
INDIGO-POJ-0168,plan4,,2022-07,2022-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,6408,,,,
INDIGO-POJ-0168,plan4,,2022-10,2022-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,439424,,,,
INDIGO-POJ-0168,plan4,,2023-01,2023-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,279245,,,,
