Project ID,Outcome Payment Plan Id - (Value),Outcome Metric Id - (Value),Period - Start - (Value),Period - End - (Value),Payer Organisation ID - (Value),Recipient Organisation ID - (Value),Type - (Value),Payments - Currency - (Value),Payments - Amount - (Value),Payments - Amount USD - (Value),(In Sandboxes),Sources,Notes
INDIGO-POJ-0195,,,2022-01,2022-03,"INDIGO-ORG-1117, INDIGO-ORG-0137, INDIGO-ORG-1118, INDIGO-ORG-1119, INDIGO-ORG-0596, INDIGO-ORG-1120, INDIGO-ORG-0552, INDIGO-ORG-0171, INDIGO-ORG-1209",,Actual,GBP,370000,,,,
INDIGO-POJ-0195,,,2022-04,2022-06,"INDIGO-ORG-1117, INDIGO-ORG-0137, INDIGO-ORG-1118, INDIGO-ORG-1119, INDIGO-ORG-0596, INDIGO-ORG-1120, INDIGO-ORG-0552, INDIGO-ORG-0171, INDIGO-ORG-1209",,Actual,GBP,54250,,,,
INDIGO-POJ-0195,,,2022-07,2022-09,"INDIGO-ORG-1117, INDIGO-ORG-0137, INDIGO-ORG-1118, INDIGO-ORG-1119, INDIGO-ORG-0596, INDIGO-ORG-1120, INDIGO-ORG-0552, INDIGO-ORG-0171, INDIGO-ORG-1209",,Actual,GBP,328500,,,,
INDIGO-POJ-0195,,,2022-10,2022-12,"INDIGO-ORG-1117, INDIGO-ORG-0137, INDIGO-ORG-1118, INDIGO-ORG-1119, INDIGO-ORG-0596, INDIGO-ORG-1120, INDIGO-ORG-0552, INDIGO-ORG-0171, INDIGO-ORG-1209",,Actual,GBP,93870,,,,
INDIGO-POJ-0195,,,2023-01,2023-03,"INDIGO-ORG-1117, INDIGO-ORG-0137, INDIGO-ORG-1118, INDIGO-ORG-1119, INDIGO-ORG-0596, INDIGO-ORG-1120, INDIGO-ORG-0552, INDIGO-ORG-0171, INDIGO-ORG-1209",,Actual,GBP,368860,,,,
INDIGO-POJ-0195,,,2023-04,2023-06,"INDIGO-ORG-1117, INDIGO-ORG-0137, INDIGO-ORG-1118, INDIGO-ORG-1119, INDIGO-ORG-0596, INDIGO-ORG-1120, INDIGO-ORG-0552, INDIGO-ORG-0171, INDIGO-ORG-1209",,Actual,GBP,146720,,,,
INDIGO-POJ-0195,,,2023-07,2023-09,"INDIGO-ORG-1117, INDIGO-ORG-0137, INDIGO-ORG-1118, INDIGO-ORG-1119, INDIGO-ORG-0596, INDIGO-ORG-1120, INDIGO-ORG-0552, INDIGO-ORG-0171, INDIGO-ORG-1209",,Actual,GBP,310910,,,,
INDIGO-POJ-0195,,,2023-10,2023-12,"INDIGO-ORG-1117, INDIGO-ORG-0137, INDIGO-ORG-1118, INDIGO-ORG-1119, INDIGO-ORG-0596, INDIGO-ORG-1120, INDIGO-ORG-0552, INDIGO-ORG-0171, INDIGO-ORG-1209",,Actual,GBP,152490,,,,
INDIGO-POJ-0195,,,2024-01,2024-03,"INDIGO-ORG-1117, INDIGO-ORG-0137, INDIGO-ORG-1118, INDIGO-ORG-1119, INDIGO-ORG-0596, INDIGO-ORG-1120, INDIGO-ORG-0552, INDIGO-ORG-0171, INDIGO-ORG-1209",,Actual,GBP,358480,,,,
INDIGO-POJ-0195,,,2024-04,2024-06,"INDIGO-ORG-1117, INDIGO-ORG-0137, INDIGO-ORG-1118, INDIGO-ORG-1119, INDIGO-ORG-0596, INDIGO-ORG-1120, INDIGO-ORG-0552, INDIGO-ORG-0171, INDIGO-ORG-1209",,Actual,GBP,143090,,,,
INDIGO-POJ-0195,,,2024-07,2024-09,"INDIGO-ORG-1117, INDIGO-ORG-0137, INDIGO-ORG-1118, INDIGO-ORG-1119, INDIGO-ORG-0596, INDIGO-ORG-1120, INDIGO-ORG-0552, INDIGO-ORG-0171, INDIGO-ORG-1209",,Actual,GBP,14820,,,,
INDIGO-POJ-0198,plan1,,2020-04,2020-06,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,0,0,,,
INDIGO-POJ-0198,plan1,,2020-07,2020-09,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,0,0,,,
INDIGO-POJ-0198,plan1,,2020-10,2020-12,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,126000,0,,,
INDIGO-POJ-0198,plan1,,2021-01,2021-03,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,831600,0,,,
INDIGO-POJ-0198,plan1,,2021-04,2021-06,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,239400,0,,,
INDIGO-POJ-0198,plan1,,2021-07,2021-09,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,0,,,,
INDIGO-POJ-0198,plan1,,2021-10,2021-12,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,410400,,,,
INDIGO-POJ-0198,plan1,,2022-01,2022-03,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,684000,,,,
INDIGO-POJ-0198,plan1,,2022-04,2022-06,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,273600,,,,
INDIGO-POJ-0198,plan1,,2022-07,2022-09,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,0,,,,
INDIGO-POJ-0198,plan1,,2022-10,2022-12,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,410400,,,,
INDIGO-POJ-0198,plan1,,2023-01,2023-03,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,684000,,,,
INDIGO-POJ-0198,plan1,,2023-04,2023-06,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,273600,,,,
INDIGO-POJ-0198,plan1,,2023-07,2023-09,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,0,,,,
INDIGO-POJ-0198,plan1,,2023-10,2023-12,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,85500,,,,
INDIGO-POJ-0198,plan1,,2024-01,2024-03,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,85500,,,,
INDIGO-POJ-0198,plan1,,2024-04,2024-06,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,0,,,,
INDIGO-POJ-0198,plan1,,2024-07,2024-09,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,0,,,,
INDIGO-POJ-0198,plan1,,2024-10,2024-12,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,0,,,,
INDIGO-POJ-0198,plan2,,2020-04,2020-06,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,0,,,,
INDIGO-POJ-0198,plan2,,2020-07,2020-09,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,0,,,,
INDIGO-POJ-0198,plan2,,2020-10,2020-12,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,0,,,,
INDIGO-POJ-0198,plan2,,2021-01,2021-03,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,0,,,,
INDIGO-POJ-0198,plan2,,2021-04,2021-06,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,0,,,,
INDIGO-POJ-0198,plan2,,2021-07,2021-09,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,140800,,,,
INDIGO-POJ-0198,plan2,,2021-10,2021-12,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,240000,,,,
INDIGO-POJ-0198,plan2,,2022-01,2022-03,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,308000,,,,
INDIGO-POJ-0198,plan2,,2022-04,2022-06,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,304000,,,,
INDIGO-POJ-0198,plan2,,2022-07,2022-09,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,508000,,,,
INDIGO-POJ-0198,plan2,,2022-10,2022-12,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,240000,,,,
INDIGO-POJ-0198,plan2,,2023-01,2023-03,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,284000,,,,
INDIGO-POJ-0198,plan2,,2023-04,2023-06,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,304000,,,,
INDIGO-POJ-0198,plan2,,2023-07,2023-09,"INDIGO-ORG-1098,INDIGO-ORG-0925,INDIGO-ORG-1062,INDIGO-ORG-1146,INDIGO-ORG-1145,INDIGO-ORG-1147,INDIGO-ORG-1115,INDIGO-ORG-1148,INDIGO-ORG-0130,INDIGO-ORG-0144,INDIGO-ORG-1149,INDIGO-ORG-0677,INDIGO-ORG-1150,INDIGO-ORG-0171,INDIGO-ORG-1495,INDIGO-ORG-1496,INDIGO-ORG-1497,INDIGO-ORG-1498,INDIGO-ORG-1499,INDIGO-ORG-1500,INDIGO-ORG-1501,INDIGO-ORG-1502,INDIGO-ORG-1105,INDIGO-ORG-1503",,Planned,GBP,532000,,,,
