Project ID,Id,Title - (Value),Description - (Value),Period Start - (Value),Period End - (Value),Funding Organisation Id - (Value),Recipient Organisation Id - (Value),Currency - (Value),Sources,Notes
INDIGO-POJ-0194,technicalassistance1,Big Issue Invest,At risk of investment not completing / Pro-Bono,2019-05,2020-08,INDIGO-ORG-0008,INDIGO-ORG-1156,GBP,,
